raw_sentence,labels
"They are lost forever , "" said one professor .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
-- Athens Metro subway project hits snags which could delay delivery to the year 2000 and overshoot the original budgeted cost of 520 billion drachmas,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
TENNIS - FRIDAY 'S RESULTS FROM THE U.S. OPEN .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
Scalfaro was in Mantua to attend a ceremony commemorating the executions there by Austrian rulers in 1852 and 1853 of a group of Italians who had campaigned for national unity .,"['B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" We can subpoena anyone we want to , even the president of the country , "" spokesman John Allen told Reuters . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O']"
Michael Schumacher 's victory in the Belgian Formula One Grand Prix at Spa-Francorchamps sparked a speeding epidemic on Belgian roads after the race was over .,"['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Traders also remarked that Mexican ADRs suffered in New York .,"['O', 'O', 'O', 'O', 'B-MISC', 'B-MISC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
2. Anders Olofsson ( Sweden ) / Luciano della Noce ( Italy ) Ennea,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-MISC']"
Lynne O'Donnell,"['B-PER', 'I-PER']"
Thousands of workers of Serbia 's Zastava arms factory entered the second week of protests on Monday over unpaid wages and the lack of a programme to revive the plant 's production .,"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Plastic surgery is booming , especially among men , as Brazilians spend much of their new-found wealth on the latest beauty treatments , said the organisers of a four-day international plastic surgery conference that opened on Friday .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Nantes 0 Lens 1 ( Smicer 52nd ) .,"['B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
W L PCT GB,"['O', 'O', 'O', 'O']"
Saudi Arabia executes Pakistani man .,"['B-LOC', 'I-LOC', 'O', 'B-MISC', 'O', 'O']"
CENTRAL DIVISION,"['O', 'O']"
Halftime,['O']
matches on Sunday :,"['O', 'O', 'O', 'O']"
"-- Henry Tricks , Mexico City newsroom +525 728-9560","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']"
"The plan has raised a storm of protest from U.S. avocado growers , who are largely concentrated in California .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
South African fast bowler Shaun Pollock concluded his Warwickshire career with a flourish on Sunday by taking the final three wickets during the county 's Sunday league victory over Worcestershire .,"['B-MISC', 'I-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"Prodi will also meet President Suleyman Demirel and Foreign Minister Tansu Ciller , Akbel said .","['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'O', 'O']"
Northern Iraq has been under Iraqi Kurdish control since after the 1991 Gulf War .,"['O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
PARIS 1996-08-29,"['B-LOC', 'O']"
Roger Pavlik ( 15-7 ) gave up three runs and seven hits in 6 1/3 innings and became the fourth 15-game winner in the American League .,"['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O']"
Tension builds in Mexican state ahead of elections .,"['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']"
5. Van Doorn 24,"['O', 'B-PER', 'I-PER', 'O']"
The response of the Bosnian Serbs to the OSCE 's announcement was not immediately clear .,"['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Tatjana Mittermayer ( Germany ) 24.32,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"Doctors operated on Popov , 24 , for three hours .","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Meanwhile , in Los Angeles , Dole 's running mate , Jack Kemp , campaigned aggressively for the black vote in an area that was the flashpoint of the 1992 Los Angeles riots .","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']"
"By his own confession , Maris is an angry young man .","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
The previous mark of 26:43.53 was set by Ethiopia 's Haile Gebreselassie in the Dutch town of Hengelo in June last year .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"Note - LG and OB , Ssangbangwool and Hanwha played two games .","['O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
Trade slow .,"['O', 'O', 'O']"
NEW YORK 1996-08-26,"['B-LOC', 'I-LOC', 'O']"
"Microsoft executives say they are thrilled with the sales figures , and industry analysts estimate that by sometime next year , the installed base of Windows 95 will surpass that of the older version of Windows , now used on about 100 million computers worldwide .","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"lost , winning percentage and games behind ) :","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" But before going , I would have big signs put up in all government offices , those to do with justice , in all sectors , with the Ten Commandments , "" he added .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']"
"in their African Nations Cup preliminary round , second leg","['O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']"
"This visit will create a direct contact opportunity for the two parties to express their views , "" spokesman Omer Akbel told a news briefing .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
8. Elena Koroleva ( Russia ) 21.77,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Help-wanted ad index fell in July .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
matches on Friday :,"['O', 'O', 'O', 'O']"
"Syria and Arabs have been dismayed by Netanyahu 's refusal to trade the occupied Arab lands for peace , his support for the expansion of settlements and his insistance on Jerusalem as a unifed capital for Israel .","['B-LOC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Commodity Futures Trading Commission Chairman Susan Phillips later told reporters that exchanges already have the authority to halt trading if an emergency is declared .,"['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mulder 's absence means that Northern Transvaal centre Andre Snyman should win his second cap alongside provincial colleague Danie van Schalkwyk .,"['B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
Albania charges Briton with child sex abuse .,"['B-LOC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']"
Argentine July raw steel output up 14.8 pct vs ' 95 .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They were among 500 students who started demonstrating at the intersection on late Friday afternoon .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Police found Phan late on Monday when the boxcar , which was transporting lumber , was opened at Whittier , a port in western Prince William Sound .","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']"
"won , drawn , lost , winning percentage , games behind first place )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Livingston 2 Stenhousemuir 1,"['B-ORG', 'O', 'B-ORG', 'O']"
Most others also were down .,"['O', 'O', 'O', 'O', 'O', 'O']"
"5. Mark McNulty ( Zimbabwe ) 254,247","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Utrecht 3 0 2 1 2 3 2,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Younis 4-95 ),"['B-PER', 'O', 'O']"
No new fixtures reported from New York .,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
3/4 - Hu Zhilan ( China ) beat Nunung Subandoro ( Indonesia ) 5-15,"['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
FIRST INT PAY 5 .,"['O', 'O', 'O', 'O', 'O']"
3. Greiner-Petter-Memm 78,"['O', 'B-PER', 'O']"
TRIPOLI 1996-08-30,"['B-LOC', 'O']"
SOCCER - ENGLISH LEAGUE STANDINGS .,"['O', 'O', 'B-MISC', 'O', 'O', 'O']"
- Net Income N / A N / A,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He said there had been searches at three sites on Sunday , including one at the Charleroi judicial police headquarters where Zicot worked .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
Real Madrid 2 Barcelona 0,"['B-ORG', 'I-ORG', 'O', 'B-ORG', 'O']"
Italian tyre and cables giant Pirelli on Friday announced its long-awaited move into China with a cables joint venture set to capitalise on the rapidly-growing Chinese telecommunications market .,"['B-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
SHANGHAI 1996-08-28,"['B-LOC', 'O']"
Summary of a French first division match on Friday .,"['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
3. Sweden 8.57,"['O', 'B-LOC', 'O']"
- IP / 96 / 805 : Commission finds acquisition of CAMAT by AGF-IART does not fall under the merger regulation .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Net profit 9.050 vs 6.03,"['O', 'O', 'O', 'O', 'O']"
The 50-year old monarch was accompanied by Queen Aishwarya on a flight to the Tibetan capital of Lhasa .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O']"
The loss was Boston 's seventh in its last 29 games .,"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Dewas 45 Yellow 12,700-12,950 12,900-13,150 12,900-13,100","['B-LOC', 'O', 'O', 'O', 'O', 'O']"
"1992 - Bulgaria 's former Communist leader Todor Zhivkov , deposed in 1989 , was sentenced to seven years in prison after being found guilty of embezzling state funds .","['O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ANKARA 1996-08-28,"['B-LOC', 'O']"
"drawn , lost , winning percentage , games behind first place )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4-1/2 Apr 2006 bond 101.80 / 90 yield 4.252 pct,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"North Korea demanded on Saturday that South Korea return a northern war veteran who has been in the South since the 1950-53 war , Seoul 's unification ministry said .","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
""" We discussed the decision to postpone the municipal elections and I made clear it was primarily the manipulation of voter registration by the Republika Srpska ( Bosnian Serb republic ) which led to this development , "" Kornblum said after three hours of talks .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ministers of the communist government of West Bengal state and people of different religions joined Catholics to pray for Mother Teresa 's recovery at Mother House .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
Kryvbas 6 1 1 4 5 9 4,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tavildara is now apparently inhabited only by a few old men , women and their grubby , barefoot children .","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The venue of Atletico 's first league game , scheduled for Sunday , is still in doubt with the Real Madrid 's Santiago Bernabeu a distinct possibility .","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']"
CINCINNATI 64 63 .504 3 1/2,"['B-ORG', 'O', 'O', 'O', 'O', 'O']"
""" At the beginning of the year we started from zero , "" said Medvedev . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
"Strikers - Ronald de Boer ( Ajax ) , Gaston Taument ( Feyenoord ) , Jordi Cruyff ( Manchester United ) , Dennis Bergkamp ( Arsenal ) .","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O']"
"His supporters will contest the parliamentary election in a coalition of 30 mainly small parties , the Republican Front , led by Deby 's Patriotic Salvation Movement .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
Good news for Milan is that Udinese 's German striker Oliver Bierhoff is out through injury .,"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
Six months,"['O', 'O']"
3. Ferrari 48,"['O', 'B-ORG', 'O']"
Results of Saturday 's,"['O', 'O', 'O', 'O']"
"But there was no repeat of the ugly scenes that used to scar the street festival , and police praised the crowds over the two days of festivities as good-natured .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Scorers : Nicolas Ouedec ( 49th minute ) , Youri Djorkaeff ( 53rd )","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
BUDAPEST 1996-08-22,"['B-LOC', 'O']"
Rain earlier delayed the start of play by 30 minutes .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Birmingham 2 1 1 0 5 4 4,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Jonathan Wright,"['B-PER', 'I-PER']"
15-2 17-14,"['O', 'O']"
Standings after games played on Thursday ( tabulate under -,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
KPD confirms Iraqi military aid-U.N. official .,"['B-ORG', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O']"
"His body bore multiple injuries , and his relatives complained that he was murdered .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"`` Instead of liberalising outflows , the government has restricted inflows , '' said Kate Newman , an economist with Vickers da Costa .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
Lyon 2 Nancy 0,"['B-ORG', 'O', 'B-ORG', 'O']"
"Joanne Curry , daughter of the Ellsworth Currys , to James Hartley Gregg , and Valerie Smith to James McAlister Duque .","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
Demel said the carmaker had hedged about half of its currency risk for 1996 .,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Roda JC Kerkrade 1 0 1 0 1 1 1,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" It was always going to be a tough day with participation so low .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
CINCINNATI 66 68 .493 6,"['B-ORG', 'O', 'O', 'O', 'O']"
3. Fatima Yusuf ( Nigeria ) 51.43,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"Total ( for five wickets , 48.4 overs ) 173","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Citing the disposal of Gencor 's stake in industrial holdings group Malbak Ltd for one billion rand among other smaller disposals , Gilbertson said Gencor had pruned its portfolio to concentrate on core assets .","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
- USDA,"['O', 'B-ORG']"
2. Benetton 55,"['O', 'B-ORG', 'O']"
"Bodies have been sighted but no survivors have yet been found at the site of Thursday 's crash of a Russian airliner on Norway 's remote Arctic island of Spitzbergen , Norwegian officials said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'B-MISC', 'O', 'O', 'O']"
UK lowers noise limits for three London airports .,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products , the largest of which is Levoxyl , a synthetic thyroid hormone for treating hypothyroidism .","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Manchester City 3 1 0 2 2 3 3,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Elect Res April 20 43.0 32.0 6.0 12.0 4.0,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Results of South Korean,"['O', 'O', 'B-MISC', 'I-MISC']"
Seasongood & Mayer,"['B-ORG', 'I-ORG', 'I-ORG']"
"Maturing credits are seen at 2.209 billion pesos , and there is an oversupply of 684 billion pesos from the primary auction .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
DALLAS 16 10 1 77 66 33,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
Worcestershire 10-0 .,"['B-ORG', 'O', 'O']"
Falkirk 17 9 2 6 18 15 29,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Sweden 's Stefan Schwarz picked him out with a lob to the edge of the box and Batistuta did the rest , chipping veteran defender Franco Baresi and scoring at the near post .","['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
CHICAGO 70 63 .526 9,"['B-ORG', 'O', 'O', 'O', 'O']"
Both Arafat and Netanyahu have expressed willingness to meet .,"['O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
Anna Kournikova ( Russia ) beat Ludmila Richterova ( Czech Republic ) 7-6 ( 7-4 ) 6-3,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"Muenchener Rueckversicherungs AG , the world 's largest reinsurer , said on Friday it expected to switch its shares to a lower par value by September 1997 at the earliest .","['B-MISC', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Russia and Brazil drew 2-2,"['B-LOC', 'O', 'B-LOC', 'O', 'O']"
The agency did not say when the clashes took place .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"199 Thomas Gogele ( Germany ) 67 65 67 , Robert Karlsson","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"Attendance : 20,000","['O', 'O', 'O']"
Dan Jensen ( Australia ) beat Anders Thoren ( Sweden ) 8-15 15-12,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
1836 - Scottish politician Sir Henry Campbell-Bannerman born .,"['O', 'O', 'B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
4. William Kiptum ( Kenya ) 27:18.84,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Results from the,"['O', 'O', 'O']"
Barnet 22 8 8 6 23 17 32,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Liberian striker George Weah makes a welcome return for Milan alongside Roberto Baggio , with Montenegrin Dejan Savicevic in midfield .","['B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Kamaz Naberezhnye Chelny 24 5 4 15 25 42 19,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Cellars were flooded , trees uprooted and roofs damaged , but there were no reports of any injuries , an interior affairs ministry spokesman said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
No further details were immediately available .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
